"","timestamp","gc.type","pause.time","young.occ.start","young.size.start","young.occ.end","young.size.end","survivor.start","survivor.end","heap.occ.start","heap.size.start","heap.occ.end","heap.size.end","old.occ.start","old.occ.end","old.size.start","old.size.end","promoRate","time.user","time.sys","time.real","allocationRate"
"421",4818.044,"g1-young",0.156595,23000,23000,0,23000,360,464,26000,28000,3211,28000,2640,2747,4640,4536,-104,3.57,0.03,0.16,2102.953
"422",4828.85,"g1-young",0.189514,23000,23000,0,23000,464,528,26000,28000,3280,28000,2536,2752,4536,4472,-64,4.53,0.03,0.19,2128.447
"423",4839.614,"g1-young",0.166255,23000,23000,0,23000,528,608,26000,28000,3356,28000,2472,2748,4472,4392,-80,3.83,0.02,0.17,2136.752
"424",4850.276,"g1-young",0.179887,23000,23000,0,23000,608,544,26000,28000,3292,28000,2392,2748,4392,4456,64,4.2,0.01,0.18,2157.194
"425",4861,"g1-young",0.17512,23000,23000,0,23000,544,560,26000,28000,3309,28000,2456,2749,4456,4440,-16,4.07,0.03,0.17,2144.722
"426",4871.619,"g1-young",0.166601,23000,23000,0,23000,560,560,26000,28000,3309,28000,2440,2749,4440,4440,0,3.92,0.03,0.17,2165.929
"427",4882.36,"g1-young",0.187263,23000,23000,0,23000,560,608,26000,28000,3361,28000,2440,2753,4440,4392,-48,4.5,0.03,0.19,2141.328
"428",4893.078,"g1-young",0.204996,23000,23000,0,23000,608,600,26000,28000,3349,28000,2392,2749,4392,4400,8,4.91,0.05,0.21,2145.923
"429",4903.713,"g1-young",0.172646,23000,23000,0,23000,600,592,26000,28000,3341,28000,2400,2749,4400,4408,8,4.1,0.02,0.18,2162.67
"430",4913.798,"g1-young",0.15693,23000,23000,0,23000,592,608,26000,28000,3357,28000,2408,2749,4408,4392,-16,3.68,0.03,0.15,2280.615
"431",4924.1,"g1-young",0.22691,23000,23000,0,23000,608,648,26000,28000,3401,28000,2392,2753,4392,4352,-40,5.63,0.03,0.22,2232.576
"432",4934.78,"g1-young",0.225427,23000,23000,0,23000,648,648,26000,28000,3398,28000,2352,2750,4352,4352,0,5.64,0.04,0.22,2153.558
"433",4945.515,"g1-young",0.168383,23000,23000,0,23000,648,680,26000,28000,3430,28000,2352,2750,4352,4320,-32,3.84,0.03,0.17,2142.524
"434",4956.191,"g1-young",0.205382,23000,23000,0,23000,680,680,26000,28000,3434,28000,2320,2754,4320,4320,0,4.8,0.03,0.21,2154.365
"435",4966.924,"g1-young",0.206174,23000,23000,0,23000,680,624,26000,28000,3425,28000,2320,2801,4320,4376,56,4.93,0.04,0.2,2142.924
"436",4977.653,"g1-young",0.181081,23000,23000,0,23000,624,640,26000,28000,3469,28000,2376,2829,4376,4360,-16,4.21,0.03,0.18,2143.723
"437",4988.362,"g1-young",0.172948,23000,23000,0,23000,640,608,26000,28000,3456,28000,2360,2848,4360,4392,32,4.03,0.02,0.17,2147.726
"438",4999.035,"g1-young",0.208457,23000,23000,0,23000,608,632,26000,28000,3494,28000,2392,2862,4392,4368,-24,4.96,0.02,0.21,2154.97
"439",5009.791,"g1-young",0.198541,23000,23000,0,23000,632,640,26000,28000,3515,28000,2368,2875,4368,4360,-8,4.72,0.04,0.2,2138.341
"440",5020.562,"g1-young",0.175888,23000,23000,0,23000,640,640,26000,28000,3527,28000,2360,2887,4360,4360,0,4,0.03,0.17,2135.363
"441",5031.284,"g1-young",0.16847,23000,23000,0,23000,640,640,26000,28000,3544,28000,2360,2904,4360,4360,0,3.92,0.03,0.17,2145.122
"442",5041.99,"g1-young",0.18655,23000,23000,0,23000,640,664,26000,28000,3579,28000,2360,2915,4360,4336,-24,4.41,0.03,0.19,2148.328
"443",5052.736,"g1-young",0.181888,23000,23000,0,23000,664,632,26000,28000,3565,28000,2336,2933,4336,4368,32,4.32,0.04,0.19,2140.331
"444",5063.438,"g1-young",0.172942,23000,23000,0,23000,632,624,26000,28000,3569,28000,2368,2945,4368,4376,8,4.02,0.03,0.18,2149.131
"445",5074.169,"g1-young",0.211197,23000,23000,0,23000,624,648,26000,28000,3602,28000,2376,2954,4376,4352,-24,5.15,0.03,0.22,2143.323
"446",5084.914,"g1-young",0.174502,23000,23000,0,23000,648,648,26000,28000,3618,28000,2352,2970,4352,4352,0,4.04,0.02,0.17,2140.53
"447",5095.633,"g1-young",0.182984,23000,23000,0,23000,648,624,26000,28000,3609,28000,2352,2985,4352,4376,24,4.31,0.03,0.19,2145.723
"448",5106.426,"g1-young",0.194492,23000,23000,0,23000,624,632,26000,28000,3640,28000,2376,3008,4376,4368,-8,4.67,0.03,0.19,2131.011
"449",5117.2,"g1-young",0.182701,23000,23000,0,23000,632,648,26000,28000,3665,28000,2368,3017,4368,4352,-16,4.36,0.03,0.18,2134.769
"450",5127.964,"g1-young",0.198053,23000,23000,0,23000,648,656,26000,28000,3693,28000,2352,3037,4352,4344,-8,4.67,0.04,0.2,2136.752
"451",5138.707,"g1-young",0.184477,23000,23000,0,23000,656,640,27000,28000,3687,28000,3344,3047,4344,4360,16,4.29,0.04,0.19,2140.929
"452",5149.443,"g1-young",0.18284,23000,23000,0,23000,640,640,27000,28000,3704,28000,3360,3064,4360,4360,0,4.29,0.02,0.18,2142.325
"453",5160.23,"g1-young",0.246358,23000,23000,0,23000,640,632,27000,28000,3713,28000,3360,3081,4360,4368,8,6.28,0.05,0.25,2132.196
"454",5171.064,"g1-young",0.219332,23000,23000,0,23000,632,656,27000,28000,3746,28000,3368,3090,4368,4344,-24,5.22,0.04,0.22,2122.946
"455",5181.798,"g1-young",0.170818,23000,23000,0,23000,656,632,27000,28000,3737,28000,3344,3105,4344,4368,24,3.83,0.03,0.17,2142.724
"456",5192.517,"g1-young",0.172628,23000,23000,0,23000,632,632,27000,28000,3755,28000,3368,3123,4368,4368,0,3.98,0.03,0.18,2145.723
"457",5203.255,"g1-young",0.18329,23000,23000,0,23000,632,640,27000,28000,3776,28000,3368,3136,4368,4360,-8,4.36,0.02,0.18,2141.926
"458",5213.99,"g1-young",0.186514,23000,23000,0,23000,640,640,27000,28000,3791,28000,3360,3151,4360,4360,0,4.42,0.03,0.19,2142.524
"459",5224.73,"g1-young",0.198862,23000,23000,0,23000,640,632,27000,28000,3793,28000,3360,3161,4360,4368,8,4.79,0.03,0.2,2141.527
"460",5235.526,"g1-young",0.216826,23000,23000,0,23000,632,640,27000,28000,3817,28000,3368,3177,4368,4360,-8,5.33,0.04,0.21,2130.419
"461",5246.315,"g1-young",0.174168,23000,23000,0,23000,640,640,27000,28000,3834,28000,3360,3194,4360,4360,0,4.05,0.03,0.18,2131.801
"462",5257.067,"g1-young",0.206821,23000,23000,0,23000,640,640,27000,28000,3851,28000,3360,3211,4360,4360,0,4.93,0.04,0.21,2139.137
"463",5267.84,"g1-young",0.196183,23000,23000,0,23000,640,632,27000,28000,3857,28000,3360,3225,4360,4368,8,4.73,0.03,0.2,2134.967
"464",5278.609,"g1-young",0.176545,23000,23000,0,23000,632,656,27000,28000,3893,28000,3368,3237,4368,4344,-24,4.02,0.03,0.18,2135.76
"465",5289.329,"g1-young",0.18259,23000,23000,0,23000,656,640,27000,28000,3895,28000,3344,3255,4344,4360,16,4.16,0.03,0.18,2145.522
"466",5300.079,"g1-young",0.193295,23000,23000,0,23000,640,656,27000,28000,3920,28000,3360,3264,4360,4344,-16,4.6,0.04,0.19,2139.535
"467",5310.841,"g1-young",0.199969,23000,23000,0,23000,656,640,27000,28000,3924,28000,3344,3284,4344,4360,16,4.68,0.03,0.2,2137.149
"468",5321.584,"g1-young",0.173726,23000,23000,0,23000,640,640,27000,28000,3938,28000,3360,3298,4360,4360,0,3.98,0.03,0.18,2140.929
"469",5332.317,"g1-young",0.183093,23000,23000,0,23000,640,648,27000,28000,3959,28000,3360,3311,4360,4352,-8,4.22,0.03,0.19,2142.924
"470",5343,"g1-young",0.181686,23000,23000,0,23000,648,672,27000,28000,3995,28000,3352,3323,4352,4328,-24,4.23,0.02,0.19,2152.953
"471",5353.702,"g1-young",0.223682,23000,23000,0,23000,672,680,27000,28000,4021,28000,3328,3341,4328,4320,-8,5.55,0.03,0.23,2149.131
"472",5364.48,"g1-young",0.197141,23000,23000,0,23000,680,704,27000,28000,4055,28000,3320,3351,4320,4296,-24,4.71,0.03,0.2,2133.977
"473",5375.232,"g1-young",0.216611,23000,23000,0,23000,704,672,27000,28000,4038,28000,3296,3366,4296,4328,32,5.19,0.05,0.22,2139.137
"474",5386.014,"g1-young",0.223665,23000,23000,0,23000,672,680,27000,28000,4060,28000,3328,3380,4328,4320,-8,5.59,0.04,0.23,2133.185
"475",5396.794,"g1-young",0.205811,23000,23000,0,23000,680,680,27000,28000,4074,28000,3320,3394,4320,4320,0,4.95,0.04,0.21,2133.581
"476",5407.566,"g1-young",0.214548,23000,23000,0,23000,680,672,27000,28000,4081,28000,3320,3409,4320,4328,8,5.34,0.03,0.21,2135.165
"477",5419.87,"g1-young_to-spaceexhausted",0.247153,23000,23000,0,23000,672,656,27000,28000,4520,28000,3328,3864,4328,4344,16,5.83,0.03,0.25,1869.311
"478",5435.836,"g1-young_to-spaceexhausted",5.989155,23000,23000,0,23000,656,216,27000,28000,27000,28000,3344,26784,4344,4784,440,38.89,1.79,5.98,1440.561
"479",5442.041,"g1-young_initial-mark_to-spaceexhausted",0.995934,264,23000,0,24000,216,0,28000,28000,28000,28000,27520,28000,4784,4000,-784,3.14,0.38,1,42.546
"480",5443.046,"g1-young",0.060358,0,24000,0,24000,0,0,28000,28000,28000,28000,28000,28000,4000,4000,0,1.58,0.03,0.07,0
"481",5443.124,"g1-young",0.020297,0,24000,0,24000,0,0,28000,28000,28000,28000,28000,28000,4000,4000,0,0.51,0,0.02,0
"482",5443.151,"g1-young",0.030703,0,24000,0,24000,0,0,28000,28000,28000,28000,28000,28000,4000,4000,0,0.84,0.01,0.03,0
"483",5443.189,"g1full",27,0,24000,0,24000,0,0,28000,28000,2784,28000,28000,2784,4000,4000,0,14.41,0.03,10.62,NA
"484",5466.895,"g1-young",0.083244,24000,24000,0,23000,0,64,26000,28000,2843,28000,2000,2779,4000,4936,936,2.05,0,0.08,1010.782
"485",5480.063,"g1-young",0.090173,23000,23000,0,23000,64,120,26000,28000,2899,28000,2936,2779,4936,4880,-56,2.26,0,0.09,1746.659
"486",5493.385,"g1-young",0.124684,23000,23000,0,23000,120,208,26000,28000,2986,28000,2880,2778,4880,4792,-88,3.28,0.01,0.12,1726.467
"487",5505.797,"g1-young",0.108322,23000,23000,0,23000,208,232,26000,28000,3011,28000,2792,2779,4792,4768,-24,2.75,0.01,0.1,1853.045
"488",5518.453,"g1-young",0.123951,23000,23000,0,23000,232,328,26000,28000,3112,28000,2768,2784,4768,4672,-96,3.12,0,0.12,1817.32
"489",5531.63,"g1-young",0.150195,23000,23000,0,23000,328,336,26000,28000,3120,28000,2672,2784,4672,4664,-8,3.88,0.02,0.15,1745.466
